REGIONE;ANNO;STRUTTURA;Totale valore della produzione (A); 	   Totale costi della produzione (B);Totale proventi e oneri finanziari (C); 	   Totale rettifiche di valore di attivita' finanziarie (D);Totale proventi e oneri straordinari (E); 	   Totale imposte e tasse;RISULTATO DI ESERCIZIO
PIEMONTE;2006;CHIVASSO;280870;278612;-878;0;578;3952;-1994
PIEMONTE;2006;CHIERI;465682;463396;-1452;0;5518;8601;-2249
PIEMONTE;2006;IVREA;332671;329042;-170;0;1470;7191;-2262
PIEMONTE;2006;PINEROLO;220539;215765;-804;0;-641;4983;-1654
PIEMONTE;2006;VERCELLI;351646;344907;-995;0;2024;8522;-754
PIEMONTE;2006;BIELLA;286215;282288;-541;0;203;6739;-3150
PIEMONTE;2006;NOVARA;534110;531204;-990;0;2517;7525;-3092
PIEMONTE;2006;OMEGNA;347135;343243;-829;598;-165;6778;-3282
PIEMONTE;2006;CUNEO;231551;233258;-377;0;1432;2592;-3244
PIEMONTE;2006;MONDOVI`;148563;144963;-499;0;-477;3621;-997
PIEMONTE;2006;SAVIGLIANO;300708;297062;-1015;0;-206;7746;-5321
PIEMONTE;2006;ALBA;275425;271313;-333;0;-152;5808;-2181
PIEMONTE;2006;ASTI;383991;379927;-1352;0;1011;8418;-4695
PIEMONTE;2006;ALESSANDRIA;337087;336058;-790;0;80;4397;-4078
PIEMONTE;2006;CASALE MONFERRATO;203784;202335;-406;0;784;4395;-2568
PIEMONTE;2006;NOVI LIGURE;268930;267400;-769;0;356;5736;-4619
PIEMONTE;2007;SAN GIOVANNI BATTISTA MOLINETTE;582151;573537;-2316;0;-136;19745;-13583
PIEMONTE;2007;CTO CRF M. ADELAIDE;161532;155405;-1122;0;-154;7289;-2438
PIEMONTE;2007;O.I.R.M., S. ANNA;216385;211589;-1055;0;265;9138;-5132
PIEMONTE;2007;S. LUIGI GONZAGA;133006;128910;-927;0;131;4596;-1296
PIEMONTE;2007;MAGGIORE DELLA CARITA`;231018;229442;-214;0;1422;9004;-6220
PIEMONTE;2007;S. CROCE E CARLE;212944;211709;-812;0;187;7532;-6922
PIEMONTE;2007;SS. ANTONIO E BIAGIO - C. ARRIGO;204430;200806;-1349;0;-913;7165;-5803
PIEMONTE;2007;AZIENDA OSPEDALIERA ORDINE MAURIZIANO;218365;214144;-253;0;-24;7914;-3970
PIEMONTE;2007;TORINO I;547931;562079;-1104;0;5614;6393;-16031
PIEMONTE;2007;TORINO II;411292;406024;-364;0;-94;5159;-349
PIEMONTE;2007;TORINO III;443978;443032;-1171;0;998;7225;-6452
PIEMONTE;2007;TORINO IV;485711;486293;-150;0;923;6573;-6382
PIEMONTE;2007;COLLEGNO;576394;583679;-1874;0;-1029;9268;-19456
PIEMONTE;2007;CIRIE`;334133;342649;-653;0;-480;5985;-15634
PIEMONTE;2007;CHIVASSO;285173;291151;-1322;0;104;4034;-11230
PIEMONTE;2007;CHIERI;474769;479133;-2432;0;-126;8130;-15052
PIEMONTE;2007;IVREA;339237;344549;-660;0;2340;7146;-10778
PIEMONTE;2007;PINEROLO;223827;223507;-1201;0;-483;4989;-6353
PIEMONTE;2007;VERCELLI;355989;356331;-1270;0;2374;8615;-7853
PIEMONTE;2007;BIELLA;290788;293107;-1123;0;-382;6842;-10666
PIEMONTE;2007;NOVARA;551236;552155;-1678;0;1012;6926;-8511
PIEMONTE;2007;OMEGNA;348082;352958;-1254;801;527;6701;-11503
PIEMONTE;2007;CUNEO;237967;241464;-707;0;-860;2543;-7607
PIEMONTE;2007;MONDOVI`;150429;149923;-914;0;-124;3635;-4167
PIEMONTE;2007;SAVIGLIANO;303858;306579;-1523;0;2207;7599;-9636
PIEMONTE;2007;ALBA;281466;281184;-477;0;949;5841;-5087
PIEMONTE;2007;ASTI;389848;389345;-2128;0;1685;8367;-8307
PIEMONTE;2007;ALESSANDRIA;341659;350989;-973;0;-773;4439;-15515
PIEMONTE;2007;CASALE MONFERRATO;206058;215980;-722;0;6145;5195;-9694
PIEMONTE;2007;NOVI LIGURE;274217;277682;-1135;0;277;5823;-10146
PIEMONTE;2004;ACCENTRATA REGIONALE;25957;25957;0;0;0;0;0
PIEMONTE;2004;A.O. SAN GIOVANNI BATTISTA MOLINETTE;554866;532690;-880;0;-483;17862;2951
PIEMONTE;2004;A.O. CTO CRF M. ADELAIDE;150143;143983;-356;0;978;6799;-17
PIEMONTE;2004;A.O. O.I.R.M., S. ANNA;208599;197595;-266;0;-877;8492;1369
PIEMONTE;2004;A.O. S. LUIGI GONZAGA;122686;114347;-722;0;74;4131;3560
PIEMONTE;2004;A.O. MAGGIORE DELLA CARITA';199928;193218;-45;0;1008;7672;1
PIEMONTE;2004;A.O. S. CROCE E CARLE;186964;179546;-29;0;1079;7204;1264
PIEMONTE;2004;A.O. SS. ANTONIO E BIAGIO - C. ARRIGO;174252;169909;-124;0;1882;6101;0
PIEMONTE;2004;CONSOLIDATO REGIONALE;6816052;7262567;-5992;398;-105926;183589;-741624
PIEMONTE;2004;ASL TORINO I;568351;582922;-154;0;3336;5149;-16538
PIEMONTE;2004;ASL TORINO II;362493;372951;0;0;-1028;5127;-16613
PIEMONTE;2004;ASL TORINO III;379106;391194;-25;0;1086;6375;-17402
PIEMONTE;2004;ASL TORINO IV;410255;431928;-26;0;-2875;6194;-30768
PIEMONTE;2004;ASL COLLEGNO;491995;517890;-163;0;-2391;7850;-36299
PIEMONTE;2004;ASL CIRIE';293376;290787;-28;0;-127;5603;-3169
PIEMONTE;2004;ASL CHIVASSO;249471;258832;-190;0;1213;3541;-11879
PIEMONTE;2004;ASL CHIERI;446004;461027;-664;0;-595;7503;-23785
PIEMONTE;2004;ASL IVREA;299255;303981;0;0;3144;6813;-8395
PIEMONTE;2004;ASL PINEROLO;187566;190122;-225;0;-986;4602;-8369
PIEMONTE;2004;ASL VERCELLI;306608;318594;-226;0;-3209;8152;-23573
PIEMONTE;2004;ASL BIELLA;248808;254369;-61;0;-234;6185;-12041
PIEMONTE;2004;ASL NOVARA;469871;489314;-110;0;1087;6778;-25244
PIEMONTE;2004;ASL OMEGNA;303463;318245;-405;400;-1737;6207;-22731
PIEMONTE;2004;ASL CUNEO;216523;219784;63;0;-722;2341;-6261
PIEMONTE;2004;ASL MONDOVI';138704;134901;-51;0;-857;3377;-482
PIEMONTE;2004;ASL SAVIGLIANO;261479;267505;-303;0;-200;7271;-13800
PIEMONTE;2004;ASL ALBA;247401;245560;-15;0;-1483;5225;-4882
PIEMONTE;2004;ASL ASTI;314060;332032;-384;0;-1455;7201;-27012
PIEMONTE;2004;ASL ALESSANDRIA;309976;320831;-407;0;-1823;4288;-17373
PIEMONTE;2004;ASL CASALE MONFERRATO;187492;188977;-39;0;150;4316;-5690
PIEMONTE;2004;ASL NOVI LIGURE;237753;237228;-157;-2;1449;5226;-3411
PIEMONTE;2005;ACCENTRATA REGIONALE;117443;82403;0;0;-35040;0;0
PIEMONTE;2005;SAN GIOVANNI BATTISTA MOLINETTE;507760;538949;-858;0;-1138;18554;-51739
PIEMONTE;2005;CTO CRF M. ADELAIDE;134682;146654;-281;0;-193;7266;-19712
PIEMONTE;2005;O.I.R.M., S. ANNA;183890;208963;-289;0;668;8783;-33477
PIEMONTE;2005;S. LUIGI GONZAGA;110360;118906;-792;0;-69;4384;-13791
PIEMONTE;2005;MAGGIORE DELLA CARITA`;202466;202083;-51;0;6750;7083;-1
PIEMONTE;2005;S. CROCE E CARLE;197356;193932;-89;0;22;7281;-3924
PIEMONTE;2005;SS. ANTONIO E BIAGIO - C. ARRIGO;178292;187016;-342;0;-304;6388;-15758
PIEMONTE;2005;AZIENDA OSPEDALIERA ORDINE MAURIZIANO;167945;169979;0;0;2847;6143;-5330
PIEMONTE;2005;CONSOLIDATO REGIONALE;7595158;7472110;-8620;435;-12804;196551;-94492
PIEMONTE;2005;TORINO I;490725;522509;-387;0;175;5762;-37758
PIEMONTE;2005;TORINO II;372125;381389;1;0;1555;5099;-12807
PIEMONTE;2005;TORINO III;388255;409495;-165;0;661;6589;-27333
PIEMONTE;2005;TORINO IV;440713;450547;-263;0;905;6498;-15690
PIEMONTE;2005;COLLEGNO;525290;539768;-259;0;146;8560;-23151
PIEMONTE;2005;CIRIE`;299980;306316;-24;0;448;5537;-11449
PIEMONTE;2005;CHIVASSO;260204;268965;-356;0;-1449;3747;-14313
PIEMONTE;2005;CHIERI;436961;450727;-610;0;3286;8440;-19530
PIEMONTE;2005;IVREA;305375;314231;0;0;450;6886;-15292
PIEMONTE;2005;PINEROLO;196334;199840;-262;0;-151;4819;-8738
PIEMONTE;2005;VERCELLI;307425;344745;-474;0;-1499;8195;-47488
PIEMONTE;2005;BIELLA;264979;274218;-153;0;-758;6463;-16613
PIEMONTE;2005;NOVARA;495917;510926;-262;0;2741;7030;-19560
PIEMONTE;2005;OMEGNA;302304;336917;-450;435;78;6433;-40983
PIEMONTE;2005;CUNEO;217856;224027;-38;0;-641;2479;-9329
PIEMONTE;2005;MONDOVI`;139518;141070;-237;0;-11;3487;-5287
PIEMONTE;2005;SAVIGLIANO;274002;280418;-318;0;-722;7096;-14552
PIEMONTE;2005;ALBA;251137;259823;-43;0;39;5400;-14090
PIEMONTE;2005;ASTI;317067;364968;-733;0;3429;8009;-53214
PIEMONTE;2005;ALESSANDRIA;301705;327043;-368;0;941;4179;-28944
PIEMONTE;2005;CASALE MONFERRATO;183190;195318;-304;0;1923;4534;-15043
PIEMONTE;2005;NOVI LIGURE;242014;254290;-213;0;1784;5425;-16130
PIEMONTE;2008;ACCENTRATA REGIONALE;85819;81677;0;0;-4142;0;0
PIEMONTE;2008;SAN GIOVANNI BATTISTA MOLINETTE;600711;581044;-3064;0;-718;19619;-3734
PIEMONTE;2008;CTO CRF M. ADELAIDE;189925;181945;-1055;0;4;7434;-505
PIEMONTE;2008;O.I.R.M., S. ANNA;224247;214838;-1194;0;-245;8860;-890
PIEMONTE;2008;S. LUIGI GONZAGA;144867;138894;-1064;0;343;4782;470
PIEMONTE;2008;MAGGIORE DELLA CARITA`;255005;249636;-285;0;454;8993;-3455
PIEMONTE;2008;S. CROCE E CARLE;218639;212972;-765;0;158;7824;-2764
PIEMONTE;2008;SS. ANTONIO E BIAGIO - C. ARRIGO;226204;218979;-1668;0;-1180;7703;-3326
PIEMONTE;2008;AZIENDA OSPEDALIERA ORDINE MAURIZIANO;231334;217310;-302;0;542;7723;6541
PIEMONTE;2008;TO1;997316;995140;-1092;0;1708;10275;-7483
PIEMONTE;2008;TO2;939136;954420;-789;0;4020;13205;-25258
PIEMONTE;2008;TO3;948930;947597;-3929;0;-1034;15315;-18945
PIEMONTE;2008;TO4;895621;905307;-3840;0;5349;16260;-24437
PIEMONTE;2008;TO5;501696;500245;-3042;0;-1138;8179;-10908
PIEMONTE;2008;VC;373654;367959;-1964;0;1285;8461;-3445
PIEMONTE;2008;BI;311063;304346;-1522;0;-1052;6934;-2791
PIEMONTE;2008;NO;558888;560136;-1724;0;-143;6794;-9909
PIEMONTE;2008;VCO;370431;363873;-1408;1075;-730;7424;-1929
PIEMONTE;2008;CN1;718256;710649;-3346;0;-864;14211;-10814
PIEMONTE;2008;CN2;297272;292457;-589;0;-377;5942;-2093
PIEMONTE;2008;AT;409992;407302;-2091;0;2813;8672;-5260
PIEMONTE;2008;AL;837690;839106;-4262;0;6207;14966;-14437
PIEMONTE;2008;CONSOLIDATO REGIONALE;8540960;8398556;-38993;1075;32494;209573;-72593
PIEMONTE;2009;ACCENTRATA REGIONALE;85283;82024;0;0;-3257;0;2
PIEMONTE;2009;SAN GIOVANNI BATTISTA MOLINETTE;606077;597589;-1003;0;6890;20311;-5936
PIEMONTE;2009;CTO CRF M. ADELAIDE;195985;189645;-190;0;16;6922;-756
PIEMONTE;2009;O.I.R.M., S. ANNA;226810;222709;-317;0;1013;9074;-4277
PIEMONTE;2009;S. LUIGI GONZAGA;148176;144522;-299;0;1546;4949;-48
PIEMONTE;2009;MAGGIORE DELLA CARITA`;262428;261838;-142;0;635;9492;-8409
PIEMONTE;2009;S. CROCE E CARLE;224119;218998;-183;0;1451;8320;-1931
PIEMONTE;2009;SS. ANTONIO E BIAGIO - C. ARRIGO;233318;230789;-1091;0;2674;8251;-4139
PIEMONTE;2009;AZIENDA OSPEDALIERA ORDINE MAURIZIANO;229732;221777;-170;0;-463;7831;-509
PIEMONTE;2009;TO1;1031085;1027143;-503;0;1195;11143;-6509
PIEMONTE;2009;TO2;948578;991094;-1437;0;9719;13644;-47878
PIEMONTE;2009;TO3;993557;982153;-2351;0;1150;15803;-5600
PIEMONTE;2009;TO4;940849;944177;-2226;0;14448;16731;-7837
PIEMONTE;2009;TO5;526392;518823;-1590;0;408;8497;-2110
PIEMONTE;2009;VC;380129;373788;-544;0;1510;8593;-1286
PIEMONTE;2009;BI;324280;315978;-1200;0;-22;7259;-179
PIEMONTE;2009;NO;581207;577126;-1041;0;2955;7076;-1081
PIEMONTE;2009;VCO;377044;377701;-552;1617;91;7333;-6834
PIEMONTE;2009;CN1;750386;742309;-1453;0;1213;14516;-6679
PIEMONTE;2009;CN2;306314;302717;-330;0;1777;6204;-1160
PIEMONTE;2009;AT;416749;418667;-1280;0;6841;8719;-5076
PIEMONTE;2009;AL;863673;860717;-1905;0;4391;14769;-9327
PIEMONTE;2009;CONSOLIDATO REGIONALE;8821383;8722757;-19807;1617;58033;215434;-76965
PIEMONTE;2010;ACCENTRATA REGIONALE;76556;73583;0;0;-2973;0;0
PIEMONTE;2010;SAN GIOVANNI BATTISTA MOLINETTE;610061;599049;-663;0;5950;20596;-4297
PIEMONTE;2010;CTO CRF M. ADELAIDE;196743;190344;-84;0;-129;7187;-1001
PIEMONTE;2010;O.I.R.M., S. ANNA;233372;227220;-276;0;682;9142;-2584
PIEMONTE;2010;S. LUIGI GONZAGA;153980;149352;-362;0;822;5046;42
PIEMONTE;2010;MAGGIORE DELLA CARITA`;262557;266217;-691;0;-254;9487;-14092
PIEMONTE;2010;S. CROCE E CARLE;229734;224835;-159;0;1503;8378;-2135
PIEMONTE;2010;SS. ANTONIO E BIAGIO - C. ARRIGO;235437;231223;-1296;0;1835;8234;-3481
PIEMONTE;2010;AZIENDA OSPEDALIERA ORDINE MAURIZIANO;187056;186290;-184;0;1455;6838;-4801
PIEMONTE;2010;TO1;1053181;1054018;-584;0;12;11411;-12820
PIEMONTE;2010;TO2;994774;1007522;-1984;0;6085;14560;-23207
PIEMONTE;2010;TO3;1006556;1001247;-2195;0;6727;16486;-6645
PIEMONTE;2010;TO4;984458;981887;-1969;0;14239;17006;-2165
PIEMONTE;2010;TO5;573018;567773;-951;0;596;8727;-3837
PIEMONTE;2010;VC;380930;377062;-478;0;3691;8388;-1307
PIEMONTE;2010;BI;321250;318116;-1009;0;1402;7455;-3928
PIEMONTE;2010;NO;585494;582182;-1056;0;3607;7264;-1401
PIEMONTE;2010;VCO;381828;382201;-502;700;749;7406;-6832
PIEMONTE;2010;CN1;770954;761550;-1071;0;187;15354;-6834
PIEMONTE;2010;CN2;317397;312270;-373;0;494;6358;-1110
PIEMONTE;2010;AT;475695;477269;-1025;0;1819;9031;-9811
PIEMONTE;2010;AL;862846;867405;-1496;0;6970;15183;-14268
PIEMONTE;2010;CONSOLIDATO REGIONALE;8945129;8890403;-18406;564;88273;219638;-94481
PROVINCIA AUTONOMA TRENTO;2002;ASL TRENTO;789734;767400;2;0;-1872;20421;43
PROVINCIA AUTONOMA TRENTO;2003;ACCENTRATA REGIONALE;49660;49592;0;0;0;68;0
PROVINCIA AUTONOMA TRENTO;2003;ASL TRENTO;836126;813506;18;0;-24;22562;52
PROVINCIA AUTONOMA TRENTO;2003;CONSOLIDATO REGIONALE;885786;863098;18;0;-24;22630;52
PROVINCIA AUTONOMA TRENTO;2001;ASL TRENTO;747753;720970;-39;0;-7247;19422;75
PROVINCIA AUTONOMA TRENTO;2006;ACCENTRATA REGIONALE;50057;50057;0;0;0;0;0
PROVINCIA AUTONOMA TRENTO;2006;TRENTO;938585;923233;57;102;9449;24903;57
PROVINCIA AUTONOMA TRENTO;2006;CONSOLIDATO REGIONALE;988642;973290;57;102;9449;24903;57
PROVINCIA AUTONOMA TRENTO;2007;ACCENTRATA REGIONALE;55830;55830;0;0;0;0;0
PROVINCIA AUTONOMA TRENTO;2007;TRENTO;981806;975501;15;221;18646;25145;42
PROVINCIA AUTONOMA TRENTO;2007;CONSOLIDATO REGIONALE;1037636;1031331;15;221;18646;25145;42
PROVINCIA AUTONOMA TRENTO;2004;ACCENTRATA REGIONALE;52054;51986;0;0;0;68;0
PROVINCIA AUTONOMA TRENTO;2004;ASL TRENTO;853406;842449;3;0;11952;22867;45
PROVINCIA AUTONOMA TRENTO;2004;CONSOLIDATO REGIONALE;905460;894435;3;0;11952;22935;45
PROVINCIA AUTONOMA TRENTO;2005;ACCENTRATA REGIONALE;58411;58341;0;0;0;70;0
PROVINCIA AUTONOMA TRENTO;2005;TRENTO;891143;878048;8;0;10425;23481;47
PROVINCIA AUTONOMA TRENTO;2005;CONSOLIDATO REGIONALE;949554;936389;8;0;10425;23551;47
PROVINCIA AUTONOMA TRENTO;2008;ACCENTRATA REGIONALE;54011;54011;0;0;0;0;0
PROVINCIA AUTONOMA TRENTO;2008;TRENTO;1035280;1015871;3;250;7309;26945;26
PROVINCIA AUTONOMA TRENTO;2008;CONSOLIDATO REGIONALE;1089291;1069882;3;250;7309;26945;26
PROVINCIA AUTONOMA TRENTO;2009;ACCENTRATA REGIONALE;56181;56181;0;0;0;0;0
PROVINCIA AUTONOMA TRENTO;2009;TRENTO;1101242;1072000;-6;232;-1358;28071;39
PROVINCIA AUTONOMA TRENTO;2009;CONSOLIDATO REGIONALE;1157423;1128181;-6;232;-1358;28071;39
PROVINCIA AUTONOMA TRENTO;2010;ACCENTRATA REGIONALE;54940;54940;0;0;0;0;0
PROVINCIA AUTONOMA TRENTO;2010;TRENTO;1138703;1108635;163;344;-2744;27803;28
PROVINCIA AUTONOMA TRENTO;2010;CONSOLIDATO REGIONALE;1193643;1163575;163;344;-2744;27803;28
PROVINCIA AUTONOMA BOLZANO;2002;ASL EST BRUNICO/BRUNECK;115346;112355;66;0;747;3646;158
PROVINCIA AUTONOMA BOLZANO;2002;ASL CENTRO SUD BOLZANO;418784;422727;-427;-52;3239;10438;-11621
PROVINCIA AUTONOMA BOLZANO;2002;ASL OVEST MERANO;208029;202668;-84;0;-454;5749;-926
PROVINCIA AUTONOMA BOLZANO;2002;ASL NORD BRESSANONE;119178;116439;60;0;1291;3723;367
PROVINCIA AUTONOMA BOLZANO;2003;ACCENTRATA REGIONALE;0;24851;0;0;0;0;-24851
PROVINCIA AUTONOMA BOLZANO;2003;ASL CENTRO SUD BOLZANO;472188;484324;-9;-60;4390;10765;-18580
PROVINCIA AUTONOMA BOLZANO;2003;ASL OVEST MERANO;226080;225217;0;0;-212;6234;-5583
PROVINCIA AUTONOMA BOLZANO;2003;CONSOLIDATO REGIONALE;923544;960221;174;-60;5603;25024;-55984
PROVINCIA AUTONOMA BOLZANO;2003;ASL EST BRUNICO/BRUNECK;127302;128038;73;0;490;3829;-4002
PROVINCIA AUTONOMA BOLZANO;2003;ASL NORD BRESSANONE;134896;134714;110;0;935;4196;-2969
PROVINCIA AUTONOMA BOLZANO;2006;ACCENTRATA REGIONALE;24258;24258;0;0;0;0;0
PROVINCIA AUTONOMA BOLZANO;2006;AZIENDA SANITARIA DI BOLZANO;556304;549059;21;0;8180;13300;2146
PROVINCIA AUTONOMA BOLZANO;2006;AZIENDA SANITARIA DI MERANO;263521;256015;204;0;-412;7198;100
PROVINCIA AUTONOMA BOLZANO;2006;CONSOLIDATO REGIONALE;1098366;1071991;590;0;10527;29667;7825
PROVINCIA AUTONOMA BOLZANO;2006;AZIENDA SANITARIA DI BRUNICO;145366;140398;227;0;306;4491;1010
PROVINCIA AUTONOMA BOLZANO;2006;AZIENDA SANITARIA DI BRESSANONE;153652;146996;138;0;2453;4678;4569
PROVINCIA AUTONOMA BOLZANO;2007;ACCENTRATA REGIONALE;23349;23349;0;0;0;0;0
PROVINCIA AUTONOMA BOLZANO;2007;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;1115521;1084808;19;0;-537;29963;232
PROVINCIA AUTONOMA BOLZANO;2007;CONSOLIDATO REGIONALE;1138870;1108157;19;0;-537;29963;232
PROVINCIA AUTONOMA BOLZANO;2004;ACCENTRATA REGIONALE;25880;25880;0;0;0;0;0
PROVINCIA AUTONOMA BOLZANO;2004;ASL CENTRO SUD BOLZANO;506243;504390;-20;0;3241;12065;-6991
PROVINCIA AUTONOMA BOLZANO;2004;ASL OVEST MERANO;242915;235795;-5;0;-408;6325;382
PROVINCIA AUTONOMA BOLZANO;2004;CONSOLIDATO REGIONALE;1011344;992802;146;-8;4115;26708;-3913
PROVINCIA AUTONOMA BOLZANO;2004;ASL EST BRUNICO/BRUNECK;136621;131179;77;0;166;4226;1459
PROVINCIA AUTONOMA BOLZANO;2004;ASL NORD BRESSANONE;140888;136770;94;-8;1126;4092;1238
PROVINCIA AUTONOMA BOLZANO;2005;ACCENTRATA REGIONALE;24775;24775;0;0;0;0;0
PROVINCIA AUTONOMA BOLZANO;2005;AZIENDA SANITARIA DI BOLZANO;539756;523903;16;0;972;12913;3928
PROVINCIA AUTONOMA BOLZANO;2005;AZIENDA SANITARIA DI MERANO;251354;242307;106;0;-2186;6549;418
PROVINCIA AUTONOMA BOLZANO;2005;CONSOLIDATO REGIONALE;1062240;1022983;495;0;-1919;28101;9732
PROVINCIA AUTONOMA BOLZANO;2005;AZIENDA SANITARIA DI BRUNICO;141409;136127;203;0;752;4258;1979
PROVINCIA AUTONOMA BOLZANO;2005;AZIENDA SANITARIA DI BRESSANONE;148650;139575;170;0;-1457;4381;3407
PROVINCIA AUTONOMA BOLZANO;2008;ACCENTRATA REGIONALE;22965;22856;0;0;0;111;-2
PROVINCIA AUTONOMA BOLZANO;2008;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;1157367;1130757;80;0;1428;29575;-1457
PROVINCIA AUTONOMA BOLZANO;2008;CONSOLIDATO REGIONALE;1179432;1152713;80;0;1428;29686;-1459
PROVINCIA AUTONOMA BOLZANO;2009;ACCENTRATA REGIONALE;26939;26818;0;0;0;120;1
PROVINCIA AUTONOMA BOLZANO;2009;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;1134095;1103347;121;0;21906;32377;20398
PROVINCIA AUTONOMA BOLZANO;2009;CONSOLIDATO REGIONALE;1160273;1129404;121;0;21906;32497;20399
PROVINCIA AUTONOMA BOLZANO;2010;ACCENTRATA REGIONALE;24072;23972;0;0;0;100;0
PROVINCIA AUTONOMA BOLZANO;2010;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;1141730;1124365;303;0;6862;33210;-8680
PROVINCIA AUTONOMA BOLZANO;2010;CONSOLIDATO REGIONALE;1165803;1148342;303;0;6862;33310;-8684
SICILIA;2002;A.O. A.R.N. CIVICO DI CRISTINA E M. ASCOLI;237910;243498;-255;0;1505;10142;-14480
SICILIA;2002;A.O. AZIENDA OSPEDALIERA GARIBALDI;161385;142850;-1128;0;1082;6625;11864
SICILIA;2002;A.O. AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;180565;171327;95;0;162;7543;1952
SICILIA;2002;A.O. S.ELIA;66168;62316;-80;0;429;3080;1121
SICILIA;2002;A.O. CANNIZZARO;104434;102930;-717;0;434;4225;-3004
SICILIA;2002;A.O. PAPARDO;88474;83978;48;0;35;3633;946
SICILIA;2002;A.O. VILLA SOFIA E CTO;102703;112861;1;0;17059;5774;1128
SICILIA;2002;A.O. S. GIOVANNI DI DIO;45426;46361;-5;0;3348;2348;60
SICILIA;2002;A.O. GRAVINA;62825;59082;2;0;69;3183;631
SICILIA;2002;A.O. UMBERTO I;46092;45806;-349;0;-368;2402;-2833
SICILIA;2002;A.O. AZIENDA OSPEDALIERA VITTORIO EMANUELE;33222;32718;-9;0;-103;62;330
SICILIA;2002;A.O. PIEMONTE;48809;47211;-6;0;1587;2591;588
SICILIA;2002;A.O. CERVELLO;77266;80434;-373;0;1029;3573;-6085
SICILIA;2002;A.O. OSPEDALE CIVILE - M. P. AREZZO;71021;67190;-31;0;157;3219;738
SICILIA;2002;A.O. UMBERTO I;79846;76316;-1;0;118;3648;-1
SICILIA;2002;A.O. S. ANTONIO ABATE;63279;61576;0;0;3191;2509;2385
SICILIA;2002;A.O. OSPEDALI CIVILI RIUNITI DI SCIACCA;40715;38383;-269;0;5;1575;493
SICILIA;2002;ASL AGRIGENTO;363778;385766;-2711;0;2237;6918;-29380
SICILIA;2002;ASL CALTANISSETTA;206590;213965;-421;0;94;5206;-12908
SICILIA;2002;ASL CATANIA;839008;900316;-3445;0;314;14379;-78818
SICILIA;2002;ASL ENNA;164538;173702;-1849;0;-1882;4803;-17698
SICILIA;2002;ASL MESSINA;643937;660822;-1606;0;0;15651;-34142
SICILIA;2002;ASL PALERMO;1003356;1179625;-11484;0;92656;24422;-119519
SICILIA;2002;ASL RAGUSA;278324;277004;-1060;0;-70;188;2
SICILIA;2002;ASL SIRACUSA;338510;352108;-3833;0;759;7967;-24639
SICILIA;2002;ASL TRAPANI;388224;404800;-4982;0;-1530;9496;-32584
SICILIA;2003;ACCENTRATA REGIONALE;534343;534343;0;0;0;0;0
SICILIA;2003;A.O. A.R.N. CIVICO DI CRISTINA E M. ASCOLI;252173;261656;-693;0;3087;10744;-17833
SICILIA;2003;A.O. AZIENDA OSPEDALIERA GARIBALDI;162034;145810;-321;0;4328;6539;13692
SICILIA;2003;A.O. AZ.OSP.V.EMANUELE FERRAROTTO S.BAMBINO;192200;181729;-207;0;558;7946;2876
SICILIA;2003;A.O. S.ELIA;68626;64176;-239;0;113;3485;839
SICILIA;2003;A.O. CANNIZZARO;117677;111049;-1493;0;649;4467;1317
SICILIA;2003;A.O. PAPARDO;89090;85085;-148;0;655;3677;835
SICILIA;2003;A.O. VILLA SOFIA E CTO;120233;116778;-328;0;-1459;18;1650
SICILIA;2003;A.O. S. GIOVANNI DI DIO;53348;52286;-49;0;-2427;2398;-3812
SICILIA;2003;A.O. GRAVINA;63785;62570;61;0;2566;3192;650
SICILIA;2003;A.O. UMBERTO I;47792;46220;-410;0;224;2382;-996
SICILIA;2003;A.O. AZIENDA OSPEDALIERA VITTORIO EMANUELE;34598;33184;-128;0;-851;65;370
SICILIA;2003;A.O. PIEMONTE;51642;48393;-89;0;-36;2590;534
SICILIA;2003;A.O. CERVELLO;84496;87510;-403;0;2034;4064;-5447
SICILIA;2003;A.O. OSPEDALE CIVILE - M. P. AREZZO;77697;72297;-100;0;-1537;3120;643
SICILIA;2003;A.O. UMBERTO I;76170;74925;-179;0;3423;3658;831
SICILIA;2003;A.O. S. ANTONIO ABATE;65741;60823;0;0;164;3044;2038
SICILIA;2003;A.O. OSPEDALI CIVILI RIUNITI DI SCIACCA;46888;44009;-117;0;-226;1931;605
SICILIA;2003;CONSOLIDATO REGIONALE;6431868;6675599;-33257;0;31537;151800;-397251
SICILIA;2003;ASL AGRIGENTO;381197;410114;-1486;0;5288;7863;-32978
SICILIA;2003;ASL CALTANISSETTA;205826;214297;-546;0;2628;5195;-11584
SICILIA;2003;ASL CATANIA;853250;943755;-4881;0;-6118;14924;-116428
SICILIA;2003;ASL ENNA;166534;176094;-1717;0;5050;5133;-11360
SICILIA;2003;ASL MESSINA;662042;699300;-1122;0;15937;16001;-38444
SICILIA;2003;ASL PALERMO;1009963;1080015;-12746;0;-4353;20974;-108125
SICILIA;2003;ASL RAGUSA;279084;293836;-1546;0;8872;10;-7436
SICILIA;2003;ASL SIRACUSA;346685;376171;-1149;0;-4046;8943;-43624
